DocID,NetSales,OperatingIncome,TotalAssets,NetAssets,EquityToAssetRatio,NumberOfIssuedShares,NetIncome
S100NAE1,2357655000,-143535000,4814688000,4485001000,0.932,5273600,630268000
S100NAHA,318805000000,33447000000,869378000000,493633000000,0.555,0.0177,26132000000
S100NAIH,－,1888000000,－,－,－,212569,－
S100NAJR,8700000000,1104000000,18109000000,5415000000,0.299,736816,-163000000
S100NAJY,251503000000,23851000000,144484000000,30066000000,0.166,34200000,8346000000
S100NANV,376803000000,187858000000,1906784000000,1843960000000,0.967,0.0028,132363000000
S100NARB,1159653000000,,2203439000000,578683000000,0.263,0.0762,
S100NARO,553667000000,46628000000,886826000000,382647000000,0.431,0.0770,31107000000
S100NARR,326258000000,-36762000000,1021029000000,543495000000,0.532,0.028,
S100NAV9,392909000000,14628000000,494212000000,239318000000,0.466,0.0169,12139000000
S100NAWX,399528000000,624000000,538597000000,279088000000,0.489,0.0658,76000000
S100NB0X,471129000000,74937000000,2826944000000,863733000000,0.291,0.0000,56071000000
S100NB17,419365000000,28111000000,607224000000,346247000000,0.559,0.0421,16498000000
S100NB2U,499523000000,34115000000,745897000000,534115000000,0.6762,0.000,21859000000
S100NB58,602435000000,-14870000000,1232194000000,511067000000,0.409,0.0383,-34759000000
S100NB5Q,975095000000,82244000000,1750447000000,782224000000,0.445,0.0948,57157000000
S100NB8F,3923775000000,871042000000,10160505000000,4615142000000,0.454,0.0248,
S100NBEW,62542000000,36242000000,280316000000,253584000000,0.905,0.1096,28653000000
S100NBF7,263678000000,24464000000,875872000000,734855000000,0.838,0.0471,18905000000
S100NBFF,513974000000,22193000000,677559000000,425440000000,0.611,0.0224,16255000000
S100NBFG,40611000000,1333000000,62869000000,29222000000,0.464,0.0042,-3210000000
S100NBFZ,1032484000000,-3735000000,2041646000000,456632000000,0.216,0.0002,-13969000000
S100NBGX,66709000000,9317000000,150104000000,109806000000,0.722,0.0292,6942000000
S100NBJF,373859000000,49966000000,649748000000,369595000000,0.569,0.0250,
S100NBJL,1468035000000,164444000000,7596431000000,2572734000000,0.328,0.0032,98886000000
S100NBJP,396527000000,,813524000000,667159000000,0.820,0.0021,
S100NBKY,468721000000,-3193000000,922951000000,261335000000,0.1767,0.0020,63248000000
S100NBNZ,356548000000,-289503000000,2136481000000,1017185000000,0.476,0.0003,
S100NBPK,234933000000,82189000000,718991000000,622608000000,0.866,0.0659,
S100NBQ1,394762000000,87536000000,1308837000000,547164000000,0.418,0.0015,
S100NBQA,1404463000000,521108000000,2328065000000,1736262000000,0.7457,0.0966,376665000000
S100NBRT,394483000000,-93592000000,9490496000000,3755675000000,0.391,0.0437,-111492000000
S100NBS3,57971000000,-13902000000,933798000000,246554000000,0.263,0.0013,-19841000000
S100NBUJ,902988000000,,827019000000,422262000000,0.511,0.0003,
S100NBX3,530338000000,-4977000000,1116997000000,523529000000,0.469,0.0597,
S100NBY3,9388230000,1774327000,11129803000,8747955000,0.762,0.1137,1163022000
S100NBZ0,435716000000,27431000000,410163000000,202356000000,0.475,0.0481,16952000000
S100NBZ5,223014000000,17533000000,268480000000,221520000000,0.816,0.0005,12183000000
S100NBZX,2526200000000,155740000000,3030557000000,1340366000000,0.442,0.0434,
S100NC07,738791000000,89463000000,2051185000000,1291308000000,0.630,0.0156,
S100NC30,1841731000000,194506000000,3048183000000,1584188000000,0.510,0.0015,128740000000
S100NC37,4103900000000,152754000000,11967051000000,3038612000000,0.252,0.0009,130478000000
S100NC3I,513584000000,64734000000,1105221000000,354775000000,0.321,0.0105,
S100NC3K,1205418000,453591000,2890587000,1988563000,0.687,0.0000,314034000
S100NC74,940907000000,159470000000,2296843000000,1368609000000,0.596,0.0005,
S100NC7M,87788000000,2240000000,211062000000,172645000000,0.783,0.0646,617000000
S100NC8D,1541467000000,87841000000,4393416000000,899549000000,0.188,0.0041,50617000000
S100NC8K,399552000000,-8791000000,763565000000,165940000000,0.201,0.0015,-13284000000
S100NC9T,,,70465109000000,2493283000000,0.0325,0.0004,97160000000
S100NCAQ,75229000000,3229000000,143743000000,47481000000,0.330,0.0023,2297000000
S100NCB9,264922000000,22308000000,581786000000,319088000000,0.464,0.0528,12534000000
S100NCBW,346770000000,30067000000,439873000000,250124000000,0.558,0.0038,22084000000
S100NCCV,441184000000,65703000000,751634000000,622211000000,0.8278,0.0303,
S100NCEB,85023000000,,1221815000000,229852000000,0.1869,0.000,21386000000
S100NCEV,2062127000000,50989000000,3218122000000,1747365000000,0.465,0.0175,1994000000
S100NCFK,278016000000,14383000000,394996000000,214190000000,0.467,0.0267,5667000000
S100NCFL,245506000000,27781000000,472001000000,352764000000,0.691,0.0043,19342000000
S100NCFR,276053000000,32718000000,458758000000,311613000000,0.679,0.0042,23611000000
S100NCHH,,,20724221000000,1152183000000,0.0553,0.0005,35731000000
S100NCHQ,3004181000000,251082000000,4988473000000,1842883000000,0.359,0.0160,155272000000
S100NCIA,952783000000,-86682000000,1790512000000,552316000000,0.2998,0.0008,-243968000000
S100NCJN,893479000000,59444000000,5564341000000,687308000000,0.103,0.0067,40150000000
S100NCJQ,373361000000,47515000000,1862456000000,568724000000,0.304,－,25962000000
S100NCKF,652714000000,48195000000,1066643000000,495797000000,0.4313,0.0413,37163000000
S100NCLE,1642610000000,115772000000,3890014000000,920660000000,0.237,0.0123,
S100NCMK,9987000,-1266234000,3729614000,3455682000,0.903,－,-1182776000
S100NCND,390043000000,28780000000,1995373000000,264075000000,0.1261,0.0448,17727000000
S100NCO6,873815000000,142226000000,4299456000000,827171000000,0.192,0.008,
S100NCPJ,32231338000,12056990000,90164944000,45214825000,0.501,0.0435,8362052000
S100NCQI,82904000000,4400000000,155994000000,53585000000,0.343,0.0261,2436000000
S100NCRK,614891000000,-24601000000,1287404000000,491841000000,0.382,0.0126,
S100NCRP,80525000000,5135000000,146556000000,107938000000,0.732,0.0308,4696000000
S100NCS0,2504489000000,49372000000,3859118000000,1387823000000,0.360,0.0853,
S100NCSH,389903000000,20304000000,451650000000,266885000000,0.5716,0.0047,13551000000
S100NCSP,２．報告セグメントごとの実質業務粗利益及び実質業務純益の金額の算定方法報告セグメントの情報は内部管理報告を基礎とし、会計処理の方法は四半期連結財務諸表の作成の基礎となる会計処理の方法と概ね同一でありますが、社内管理の取扱いに則り処理をしております。実質業務純益は実質業務粗利益から総経費を控除した金額であります。実質業務粗利益及び総経費は、当社及び連結子会社の業務粗利益及び経費（除く臨時処理分）に持分法適用会社の損益（臨時要因を除いた持分割合考慮後の金額）等を反映した社内管理ベースの計数であります。　また、セグメント間の取引及びセグメント間に跨る収益については社内管理（市場実勢価格）基準により算定しております。なお、セグメント別資産情報として開示している固定資産は、有形固定資産及び無形固定資産の合計であり、三井住友信託銀行株式会社に係る固定資産を各セグメントに配賦しております。 ,,60698082000000,2615079000000,0.0424,0.0008,126613000000
S100NCSU,115181000000,5075000000,123757000000,43608000000,0.348,0.031,3458000000
S100NCU8,194885000000,2058000000,261679000000,57562000000,0.220,0.0004,
S100NCV3,372708000000,23577000000,253664000000,117346000000,0.463,0.0111,15837000000
S100NCW5,563028000000,-705000000,809614000000,268902000000,0.295,0.0007,463000000
S100NCWV,13859172000,5693087000,45145312000,34566075000,0.760,0.0795,3850676000
S100NCY5,53586000000,28577000000,919480000000,304049000000,0.330,0.0664,13884000000
S100ND16,110515000000,7872000000,151647000000,67412000000,0.442,0.0326,5477000000
S100ND1M,60460000000,10926000000,173595000000,74600000000,0.428,0.0291,7706000000
S100ND3A,,,224107288000000,11530680000000,0.0513,0.0000,226344000000
S100ND3H,448340000000,8035000000,382811000000,78694000000,0.205,0.0177,-192000000
S100ND3V,3292551000000,,7778580000000,2384182000000,0.307,0.0012,
S100ND4R,269677000000,23833000000,489359000000,303810000000,0.6068,0.0063,16730000000
S100ND6E,296057000000,40061000000,632091000000,426115000000,0.620,0.0617,37342000000
S100ND7L,83884000000,6942000000,76619000000,24773000000,0.323,0.0213,4883000000
S100ND7X,3508595000000,66625000000,6828210000000,3623191000000,0.5306,0.0224,
S100ND87,533726000000,8670000000,663523000000,358963000000,0.493,0.0551,-2169000000
S100ND8Z,1074463000000,-996000000,1219240000000,596083000000,0.449,0.0007,-2162000000
S100ND9I,261985000000,28030000000,524591000000,262815000000,0.496,0.0257,18890000000
S100ND9Y,,,27179301000000,919318000000,0.0338,0.0054,35748000000
S100NDA9,65349000000,-18601000000,908560000000,397415000000,0.432,－,-11662000000
S100NDAC,5534412000000,888842000000,27116107000000,6566250000000,0.242,0.0171,
S100NDAZ,1244969000000,18749000000,823934000000,179513000000,0.215,0.0400,12271000000
S100NDBH,987689000000,31959000000,1706865000000,1031638000000,0.5730,0.1474,24109000000
S100NDBP,2940611000000,137708000000,4448211000000,2532749000000,0.569,0.0051,
S100NDC0,263051000000,19762000000,320972000000,142763000000,0.442,0.0965,12507000000
S100NDCB,820626000000,-323083000000,8908037000000,2832639000000,0.315,0.0009,-294590000000
S100NDCD,2318467000000,-61196000000,4581698000000,1595001000000,0.348,0.0617,
S100NDDH,101388000000,4111000000,174926000000,127797000000,0.731,155064249,4216000000
S100NDEN,602174000,-45680000,1577589000,714259000,0.451,2538100,-23460000
S100NDEY,599871000000,36341000000,1002325000000,491936000000,0.477,0.0033,20635000000
S100NDGL,2603377000000,,4969567000000,1220732000000,0.246,0.0014,
S100NDHN,229777000000,27365000000,567978000000,303836000000,0.5247,0.0068,21399000000
S100NDI3,44393000000,5770000000,35122000000,24867000000,0.698,0.1372,3897000000
S100NDIB,609741000000,45243000000,1020680000000,446304000000,0.419,0.0296,26822000000
S100NDJ3,515679000000,15944000000,399676000000,132833000000,0.3324,0.0333,
S100NDJS,1959457000000,-31998000000,2937596000000,1100766000000,0.370,0.0031,-78248000000
S100NDKA,149035000000,18560000000,330982000000,187959000000,0.568,0.0511,
S100NDKG,8738006000000,1502326000000,23862025000000,7437733000000,0.312,0.022,
S100NDKI,923655000000,33880000000,818529000000,302548000000,0.370,0.0043,
S100NDKV,17230445000,2577461000,19390122000,9827971000,0.497,0.0000,1712958000
S100NDLM,180246000000,13494000000,246031000000,65802000000,0.244,0.0019,7925000000
S100NDLN,106180000000,11896000000,4407561000000,167669000000,0.0372,0.0125,9169000000
S100NDM2,37768000000,13469000000,68221000000,43879000000,0.643,0.0087,
S100NDMC,350131000000,17803000000,2588526000000,205540000000,0.076,0.0000,17997000000
S100NDNH,2900602000,187857000,11921492000,10945151000,0.915,0.0000,143983000
S100NDNM,79451000000,9680000000,108620000000,51552000000,0.475,0.0064,
S100NDNQ,1211082000000,2436000000,2540340000000,734504000000,0.265,0.0006,3814000000
S100NDP7,99106000000,2490000000,85519000000,28036000000,0.320,0.0000,1786000000
S100NDPV,253643000000,41022000000,318870000000,234773000000,0.733,0.0239,18371000000
S100NDQS,438952000000,13827000000,742085000000,358253000000,0.454,0.0809,8973000000
S100NDR2,2427538000000,358729000000,12286137000000,5173037000000,0.377,0.0098,
S100NDSE,1149654000,300787000,3560965000,2339762000,0.657,8922500,206724000
S100NDSF,527614000000,-362408000000,3293353000000,1057430000000,0.319,0.0282,-309575000000
S100NDT4,138671000000,12345000000,212125000000,132987000000,0.622,0.0218,8458000000
S100NDUB,150099000000,-4448000000,596808000000,421333000000,0.646,0.0000,-3776000000
S100NDUD,１　営業収益の季節的変動前第３四半期累計期間(自  2020年４月１日　至  2020年12月31日)及び当第３四半期累計期間(自  2021年４月１日　至  2021年12月31日)当社では、生命保険会社に対する団体信用生命保険の取次ぎに伴う収入保証料が第４四半期会計期間に集中するため、第４四半期会計期間の営業収益が他の四半期会計期間の営業収益と比較して多くなる傾向にあります。このため、事業年度の営業収益に占める第３四半期累計期間の営業収益は相対的に少なくなっております。 ,21353000000,378423000000,153858000000,0.406,68871790,15186000000
